시나리오,연도,폭염일수,열대야일수,여름일수,일교차,식물성장기간,온난일,온난일계속기간,최대온난일계속기간,온난야,일최고기온연최대,일최저기온연최대
SSP2-4.5,2037,35.1,22.8,143.3,11.7,265.4,61.4,37.6,25.7,57,39.6,28.8
SSP2-4.5,2038,43.5,21.6,156.5,12.4,261,76.6,45.1,22.8,53.8,39.2,28.1
SSP2-4.5,2039,30.9,25.9,136.7,11.6,272.9,64.5,40.3,20.6,62.1,38.1,28
SSP2-4.5,2040,43.2,25.9,150.7,12.3,244.6,75.8,51.1,30,60.2,40.8,28.8
SSP2-4.5,2041,45.3,28.4,157,12.2,264.3,77.2,52.9,30,64.3,40.2,28.9
SSP2-4.5,2042,22.2,16,144.4,11.3,284.3,55.7,30.7,16,60,37.7,27.6
SSP2-4.5,2043,50.7,33.6,146.2,11.8,268.2,80,56.6,21.8,70.1,40.6,28.6
SSP2-4.5,2044,33.8,27.2,146.8,11.7,265.1,62.5,38.2,21.5,63,38.1,28.7
SSP2-4.5,2045,27.9,22.5,145,11.5,267.6,59.8,30.4,15.3,61.5,37.9,28.3
SSP2-4.5,2046,41.3,31.6,150.1,11.4,277.9,76.1,49.6,25.5,70.3,38.4,27.9
SSP2-4.5,2047,36.7,27.6,141.2,11.5,275.7,66.2,40.4,28.3,68.5,38.3,28.7
SSP2-4.5,2048,29.6,18.4,140.4,11.3,284.6,60,32.5,16.5,54.3,38.5,28.5
SSP2-4.5,2049,39.5,32.1,142.3,11.3,249.7,70.1,40.1,26.6,67.1,39.5,29.5
SSP2-4.5,2050,39,32.6,147,11.5,264.4,68.5,46.5,24.9,72,39.8,28.6
SSP2-4.5,2051,47.4,30.6,158.7,11.9,284.1,75.1,45.8,34.7,62.6,40.4,30
SSP2-4.5,2052,29.8,32.5,145.7,11.4,281.2,63.9,33.8,19,67.4,37.7,29.3
SSP2-4.5,2053,39.3,26.3,158.7,11.7,276.9,75.4,47.6,19.9,67.4,39.3,28.6
SSP2-4.5,2054,34,27.1,146.7,11.6,239.7,69.7,37.7,17.1,57.8,38.6,28.4
SSP2-4.5,2055,38.1,31.3,150.3,11.4,293.9,69.2,44.5,25.3,73.3,38.8,29.5
SSP2-4.5,2056,43.7,35.4,143.2,11.3,281.3,72.6,54.9,37.9,72.3,39.6,28.5
SSP2-4.5,2057,35.2,30.1,152.8,11.9,250.6,74.8,41.4,17.9,64.7,38.9,28.4
SSP2-4.5,2058,55.3,28.6,158.9,12,277.7,91.4,63,34.1,66.8,39.3,29.4
SSP2-4.5,2059,36.7,27,157.4,11.2,294.4,72.6,44.1,16.7,72.4,39,28.6
SSP2-4.5,2060,42.4,22.6,157.3,12.1,264.1,74.9,40.1,23.1,59.6,41.1,29.9
SSP2-4.5,2061,68.9,48.9,159.4,11.7,269.2,98.8,76.8,39.5,81.8,41.3,29.3
SSP2-4.5,2062,45.5,41.1,150.1,11.4,283.3,76.2,53,23.6,78.1,40.2,28.8
SSP2-4.5,2063,40.7,37.4,141.8,11.5,283,73.5,51.8,35.4,67.2,37.7,28.8
SSP2-4.5,2064,33.2,27.4,162.5,11.6,303.2,58.9,35.8,22.1,59.6,39.6,29.6
SSP2-4.5,2065,61.8,43.8,151.7,11.6,284.5,88.8,66.5,37.7,78.4,42.4,29.5
SSP2-4.5,2066,46.1,27.3,157.1,11.7,274.8,79.5,51.4,27.7,64.1,39.4,29.1
SSP2-4.5,2067,48.3,35.3,152.7,11.3,275.2,92.2,59.2,33,80.7,38.9,29.1
SSP2-4.5,2068,53.6,26.1,166.1,11.8,288.6,84.3,59.7,30.1,68.3,40.3,29.4
SSP2-4.5,2069,45.9,21.9,156.3,11.7,301.1,81.2,54.8,23.9,66.3,39.2,28.3
SSP2-4.5,2070,57.1,41.7,166.7,11.5,291.8,85.7,56.8,33.6,79.8,40.8,29.2
SSP2-4.5,2071,40.3,31.9,146,11,253.4,77.1,54.2,22.1,72,38.6,28.7
SSP2-4.5,2072,58.3,50.8,156.2,11.3,284.2,91.9,68.1,35.3,89,39.7,29.4
SSP2-4.5,2073,35.8,34.4,152.5,11.1,280.2,69.9,40,21.3,80.2,37.8,29.1
SSP2-4.5,2074,56.4,35.2,158.6,12,284.2,91.6,66.5,32.4,75.7,42.4,30.8
SSP2-4.5,2075,58.1,39.2,165,12.1,280.3,89.2,68.8,41.8,77.6,41.4,29.4
SSP2-4.5,2076,29,25.2,152,11.5,279.2,57.3,30.6,21.4,51.8,37.6,29.1
SSP2-4.5,2077,43.3,36.2,147,11.4,296.3,70.4,52.3,34.6,74.8,38.7,29.4
SSP2-4.5,2078,60.6,35.3,158.6,11.8,295.7,90.2,68.3,48.2,73.1,40.3,30.2
SSP2-4.5,2079,44.3,35.7,158.6,11.6,277.8,75.3,46.1,29.3,72.7,41.2,28.8
SSP2-4.5,2080,33.6,25.5,149.8,11.2,293.6,64,37.2,19.9,64.9,38.6,29.3
SSP2-4.5,2081,32.4,24.2,154.5,11.2,284.1,70,37.5,16,72.6,38.4,28
SSP2-4.5,2082,61.9,49.7,160.4,11.5,285.4,93,69.8,49,88.5,41.9,29.9
SSP2-4.5,2083,52.8,43.3,170.7,11.8,293.3,85.2,61,35.5,75.2,41.1,30
SSP2-4.5,2084,41,30.3,153.4,11.4,283.2,80.4,55.9,26.3,77.9,38.4,28.7
SSP2-4.5,2085,48.7,44.4,162.3,11,273.7,89.7,59.6,23.3,92.1,38.8,29.8
SSP2-4.5,2086,32.4,16,165,11.7,297.1,77.6,44.2,18.1,67.1,38.4,27.1
SSP2-4.5,2087,46.5,36.2,164.7,11.7,288.7,75.3,50.4,36.1,74.5,43.1,30
SSP2-4.5,2088,62.7,44.5,162.3,11.8,279.7,91.8,74.6,39.9,80.2,41.1,29.8
SSP2-4.5,2089,59.6,44.9,171.5,11.3,289.2,93.3,70.1,19.3,76.9,40.4,29.9
SSP2-4.5,2090,60.5,46.1,163.4,11.3,280.8,92,63.6,43.2,74.8,40.3,29.5
SSP2-4.5,2091,49.5,46.6,158.4,11.2,283,81.5,61.9,36.7,79.2,39.4,29.5
SSP2-4.5,2092,56.3,42.8,158.3,11.4,296.5,91.3,66.6,43.9,77.9,40.3,30.5
SSP2-4.5,2093,69.7,45.5,173.1,11.9,300.9,102.8,73.7,45.2,81.7,40.4,30.3
SSP2-4.5,2094,59.5,45.1,155.4,11.3,272.3,94.1,71.1,36.9,78.9,39,30.2
SSP2-4.5,2095,52.9,46.9,162.4,11.4,276.6,85,56.3,35.1,85.1,38.9,29.6
SSP2-4.5,2096,61.8,42.6,164.7,12,301.6,96.7,75.3,39.3,80.9,41.8,30
SSP2-4.5,2097,49.6,45.2,152.8,11.1,281.6,81.7,61,29.5,85,40.1,29.8
SSP2-4.5,2098,50.5,41,157.6,11.6,280.6,88,56.3,36.4,74.6,39.9,30.9
SSP2-4.5,2099,55.6,49.3,163.1,11.3,290.1,83.4,59.4,39.5,84.6,41.7,30.3
SSP2-4.5,2100,71.2,47.8,183.1,12.2,284.6,103.3,83.2,54.1,80.6,41.3,30.1
SSP3-7.0,2021,35.7,14,137.5,11.7,281.9,63.3,38.9,18.3,58.1,38.7,27.5
SSP3-7.0,2022,19.9,14.3,123.6,11.3,269.5,51.5,24.6,14,58.2,36.6,27
SSP3-7.0,2023,23.8,12.3,136.6,11.6,250.3,55.1,24.1,12.9,48.4,37.6,27.7
SSP3-7.0,2024,21.4,9.9,125.1,11.5,260.9,45.7,24.5,11.6,43.4,36.9,27.1
SSP3-7.0,2025,21.2,18.4,132.7,11.3,241.5,49.7,26.4,15,57.9,37.1,27.7
SSP3-7.0,2026,19.3,16.2,125.2,11.4,266.1,44.4,24.6,13.5,56.7,36.3,27.2
SSP3-7.0,2027,21.6,11.3,133.8,11.7,259.4,51.4,24.3,12.8,54.8,36.6,27.4
SSP3-7.0,2028,35,18.9,145.1,12.1,260.5,66.3,42.2,21.8,55.5,38.6,27.8
SSP3-7.0,2029,33.8,18.6,134.4,11.7,259.9,57.9,37.8,21.6,57.2,39,28
SSP3-7.0,2030,38.5,19.8,144.2,11.8,266.4,74.1,43.8,20.3,60.8,38.4,28.5
